master_id,original_id,problem_name,category,stakeholders,root_cause,severity,frequency,impact,innovation_opportunity,one_line_solution,existing_solutions,existing_gaps,technology_tags,undp_alignment,bangladesh_relevance,source_agents,consensus_count
MPRB-0042,PRB-G-006,Lack of Centralized Oversight Over Deed Sub-Registry Offices (Dalil Registration),G. Ministry Problems,Directorate of Registration; Sub-Registrars; Property Buyers; Civil Courts,Sub-registry offices operate under Law Ministry while land mutation (AC Land) and land records (DLRS) operate under Land Ministry.,10,10,10,9,Real-Time Inter-Ministerial Deed-to-Mutation Digital Handshake locking land titles in Land Ministry DB instantly upon deed execution.,Physical deed submission; manual thumbprint impression sheets; standalone e-mutation portal.,Same plot sold to multiple parties using fake deed chains; disconnect causes 75% of all civil litigation in Bangladesh.,Inter-Agency Blockchain / Distributed Ledger; Real-Time API Mutex; Biometric Seller Verification; GIS Integration,3,10,Antigravity,1
MPRB-0043,PRB-H-001,Dormancy and Non-Functionality of Upazila and Union Legal Aid Committees (UZLAC/UNLAC),H. Legal Aid Committee Problems,Upazila Parishad Chairmen; Union Parishad Chairmen; Rural Indigent Citizens; NLASO,"Committees lack dedicated operating budgets, administrative secretariats, and performance incentives; meetings exist only on paper.",9,10,9,8,Mobile Committee Operations & Meeting Compliance Tracker (Shobha-BD) with geo-tagged meeting minutes and automated case escalations.,Government circulars mandating monthly meetings; occasional monitoring visits by DLAO.,Rural citizens are unaware that Upazila or Union legal aid committees exist; zero digital meeting records or case referrals.,Mobile Compliance Tracker; Geo-Tagged Meeting Logs; Automated Attendance Verification; SMS Referral Pipeline,6,10,Antigravity,1
MPRB-0044,PRB-H-002,Politicized Selection and Favoritism in Legal Aid Recipient Endorsement,H. Legal Aid Committee Problems,Local Union Parishad Members; Opposition / Marginalized Citizens; DLAO,Securing local income or character certificates requires approval from partisan local politicians who favor political loyalists.,8,8,8,8,Independent Algorithmic Vulnerability Scoring system utilizing national social safety net data to bypass local partisan certification.,DLAO discretion to waive certificate requirement; NGO paralegal referrals.,"Vulnerable minorities or political opponents denied certification; no objective, third-party socio-economic verification.",Algorithmic Needs Assessment; Social Safety Net API; De-politicized Verification; Mobile Self-Registration,3,9,Antigravity,1
MPRB-0045,PRB-H-003,Absence of Digital Referral Loops Between Union Committees and District Legal Aid Offices,H. Legal Aid Committee Problems,Union Parishad Secretaries; DLAOs; Paralegals,Referrals are made on informal scraps of paper; applicants travel to district towns only to be turned away for incomplete files.,8,9,8,9,End-to-End Digital Referral Pipeline (Union-to-District) with SMS ticket tracking and guaranteed DLAO appointment slotting.,Handwritten referral chits; occasional NGO paralegal accompaniment.,80% referral drop-off between Union and District; no digital confirmation when an applicant is received at the DLAO.,Digital Referral Engine; SMS Ticket System; Queue Booking; Upazila Digital Center (UDC) Portal,3,10,Antigravity,1
MPRB-0046,PRB-H-004,"Zero Representation of Marginalized Groups (Dalits, Transgender/Hijra, Disabled) on Local Committees",H. Legal Aid Committee Problems,Ethnic Minorities; Transgender Citizens; Persons with Disabilities; District Committees,"Committee composition governed by rigid, bureaucratic statutory designations (local elites, bar leaders, politicians) excluding marginalized voices.",8,9,8,7,Inclusive Civic Ombudsman & Digital Representation Matrix ensuring mandatory voice capture from marginalized focus groups.,Civil society lobbying; token NGO invitations.,Needs of marginalized groups ignored; systemic bias in case prioritization and dispute mediation outcomes.,Civic Engagement Platform; Inclusive Survey Engine; Voice-Enabled Feedback; Demographic Auditing,10,9,Antigravity,1
MPRB-0047,PRB-H-005,Lack of Performance Data and Competitive Benchmarking Between District Committees (DLACs),H. Legal Aid Committee Problems,NLASO Headquarters; District Committee Chairmen (District Judges); Public,"NLASO receives aggregated quarterly numbers without comparative analytics, dispute resolution speed, or satisfaction indices.",7,8,7,8,National DLAC Performance Index and League Table Dashboard with real-time disposal velocity and citizen satisfaction rankings.,Annual awards at National Legal Aid Day; basic statistical tables in annual reports.,"Under-performing districts face zero accountability; best practices from high-performing districts (e.g. Kishoreganj, Madaripur) not shared.",Benchmarking Dashboard; Data Analytics; Gamified Performance Tracking; Public League Table,6,9,Antigravity,1
MPRB-0048,PRB-H-006,Untapped Corporate Social Responsibility (CSR) and Private Philanthropy Co-Financing,H. Legal Aid Committee Problems,DLACs; Local Business Associations; Banks; NLASO,Legal aid committees rely solely on government revenue grant transfers with no mechanism to channel compliant private CSR or Zakat funds.,7,8,8,8,Audited CSR Legal Aid Impact Escrow Gateway connecting licensed banking CSR funds with verified indigent prisoner bail bonds.,Ad-hoc personal donations by judges or lawyers; traditional informal charity.,"Lack of audited, tax-deductible legal aid escrow channels; corporate entities unable to legally sponsor district legal aid clinics.",Escrow Smart Contracts; Fintech Payment Gateways; CSR Impact Auditing; Automated Tax Receipting,3,8,Antigravity,1
MPRB-0049,PRB-I-001,Severe Donor-Funding Volatility and Cliff-Edge Exits for Grassroots Paralegal Networks,I. NGO Problems,"Legal Aid NGOs (BRAC HRLS, BLAST, ASK, MLAA); Community Paralegals; Beneficiaries","Access to justice projects rely on 2-3 year international donor funding cycles (FCDO, USAID, EU); when grants end, paralegal clinics close abruptly.",9,8,9,8,"Community-Sustained Decentralized Justice Cooperative Platform enabling micro-subscriptions, social enterprise legal clinics, and peer support.",Scrambling for new grant proposals; scaling down field staff; merging project activities.,Litigants abandoned mid-trial; institutional knowledge lost; community trust shattered when NGO offices shutter.,Decentralized Governance; Micro-Contributions Platform; Knowledge Base Preservation; Volunteer Dispatch,3,9,Antigravity,1
MPRB-0050,PRB-I-002,Duplicate Beneficiary Intake and Incompatible Data Silos Across Legal Aid NGOs,I. NGO Problems,NGO Case Managers; NLASO Officers; Litigants,"Each NGO (BLAST, ASK, BRAC, Ain o Salish Kendra) maintains its own proprietary, paper or Excel database without cross-institutional deduplication.",8,9,8,9,Zero-Knowledge Inter-NGO Beneficiary Deduplication and Shared Referral Clearinghouse.,Informal phone coordination between local NGO managers; manual file checks.,Litigants forum-shop between NGOs and NLASO; multiple organizations expend resources investigating the exact same family or land dispute.,Zero-Knowledge Proofs; Hashed Identity Matching; Data Federation; Privacy-Preserving Search,3,9,Antigravity,1
MPRB-0051,PRB-I-003,"Burdensome, Manual M&E Reporting for Multiple Foreign Donors",I. NGO Problems,NGO Monitoring & Evaluation Teams; Field Officers; Donors,"Every donor agency (UNDP, EU, World Bank) demands distinct log-frames, custom Excel indicators, and qualitative impact case studies.",7,9,7,8,Automated Multi-Donor M&E Harmonization Engine that transforms operational field case entries into any standardized donor report.,Manual copy-pasting across Excel sheets; hiring external M&E consultants; field staff spending 40% time on paperwork.,Field officers spend more time filling donor forms than providing legal counseling; reporting lags reality by 3 to 6 months.,Automated Reporting Pipeline; Standardized Indicator Schema; Generative Case Study Synthesizer; Analytics Export,6,8,Antigravity,1
MPRB-0052,PRB-I-004,Lack of Institutionalized Career Pathways and Certification for Community Paralegals,I. NGO Problems,Community Paralegals; NGO Leadership; Bar Associations,"Paralegals lack formal legal standing under the Legal Practitioners and Bar Council Order 1972, facing constant threats of unauthorized practice claims.",8,8,8,8,National Digital Paralegal Credentialing & Continuing Legal Education (CLE) Micro-Certification Platform.,Short 3-5 day workshop certificates issued by individual NGOs; informal community recognition.,High paralegal turnover; lack of standardized skill verification; hostility from local bar association advocates.,Digital Badging / Verifiable Credentials; Mobile Micro-Learning; Skill Assessment Engine; Identity Verification,3,9,Antigravity,1
MPRB-0053,PRB-I-005,Security Vulnerabilities in Storing Sensitive Human Rights Violation Incident Logs,I. NGO Problems,Human Rights Defenders; Victims of State/Political Violence; NGO Data Custodians,"Incident testimonies, torture documentation, and witness identities are stored in unencrypted Google Drives, Word documents, or paper lockers.",10,7,10,9,"Cryptographically Sharded, Tamper-Evident Evidence Vault for Human Rights Defenders with dead-man-switch emergency wipe.",Password-protected ZIP files; hiding paper files in safe houses; off-shore cloud servers.,"Vulnerable to physical office raids, device seizures, and Pegasus-style spyware; leaks endanger victim lives and sabotage court cases.",Shamir's Secret Sharing; End-to-End Encryption; Decentralized IPFS Storage; Tamper-Proof Audit Log,10,10,Antigravity,1
MPRB-0054,PRB-I-006,Weak Coordination Between Informal Community Mediation (Shalish) and Formal Court Referrals,I. NGO Problems,Traditional Shalishkars; NGO Mediators; Village Court Assistants; Civil Court Judges,"Outcomes of NGO-facilitated traditional mediations are rarely recorded in court-enforceable formats, leading parties to re-litigate later.",8,9,8,8,Enforceable ADR Bridge (Shalish-to-Court) registering validated mediation settlements with District Legal Aid Officers for formal decree conversion.,Handwritten Shalish compromise agreements; NGO case closure notes.,"Agreements carry no formal legal estoppel; if the husband or debtor reneges, the victim must start from zero in formal court.",ADR Digital Registry; Section 89A CPC Integration; Digital Settlement Validation; Court Docket Hook,3,10,Antigravity,1
MPRB-0055,PRB-J-001,"Traumatic, Public Cross-Examination in Open Court in Sexual Violence & Domestic Abuse Trials",J. Women's Justice Problems,Female Victims/Survivors; Defense Counsel; Trial Judges; Court Spectators,Lack of in-camera trial enforcement; absence of privacy screens; intimidation tactics by defense advocates in crowded courtrooms.,10,9,10,9,"Remote Virtual Vulnerable Witness Suite with voice-masking, digital privacy screen, and AI courtroom decorum monitoring.",Section 352 CrPC discretionary in-camera requests; female trial judges in Nari O Shishu Tribunals.,Crowded courtrooms remain open to public rubbernecking; hostile character assassination questions persist; secondary trauma causes victims to withdraw.,Secure WebRTC Video Link; Voice Anonymization/Modulation; AI Decorum Flagging; Remote Testimony Pod,5,10,Antigravity,1
